Split,Accuracy,Macro_F1,Weighted_F1,AUC,QWK,ChgAcc,PersistenceRate
Val,0.9118329466357309,0.7350603893992392,0.9067703278535485,0.9537743248171405,0.8394952318548863,0.1044776119402985,0.9709976798143851
Test,0.9135229251305862,0.7105370405656851,0.9073087290061843,0.9484985916018093,0.8318179978525804,0.1,0.9727219965177016
