Split,Accuracy,Macro_F1,Weighted_F1,AUC,QWK,ChgAcc,PersistenceRate
Val,0.9187935034802784,0.8146848654253436,0.9187301208430125,0.9595743914322235,0.8622635479733309,0.029850746268656716,0.9918793503480279
Test,0.9251305861868834,0.8320524423499397,0.9254392236408069,0.9479305789400961,0.8759548708640443,0.046153846153846156,0.9936157864190366
