row_id,ticker,company_name,rating_date,sector,test_index,rank,model_key,model_label,predicted_class_id,predicted_class,predicted_probability,explained_class_id,explained_class,explained_class_model_probability,explained_class_lime_prediction_probability,lime_rule,lime_weight_for_explained_class,direction,feature_source,probability_source,lime_probability_source,xai_probability_source,proxy_mse,proxy_argmax_agreement,html_path,lime_instance_plot_path
test_000431,MTOR,"MERITOR, INC",2015-05-06,2,431,1,lstm,LSTM,0,Distressed,0.9889802553233904,2,IG,0.00018948521028982213,0.3343323664203078,pretax_profit_margin <= -0.12,-0.44215016363171916,opposes_explained_class,original_financial_sequence_mean,test_proba,LimeTabularExplainer,test_proba,0.0530428146887642,0.8601276842716192,/kaggle/working/credit_rating_artifacts/lstm_financial_lime_test_idx_431.html,/kaggle/working/credit_rating_artifacts/lstm_financial_lime_row_test_000431_all_classes_plot.png
test_000431,MTOR,"MERITOR, INC",2015-05-06,2,431,2,lstm,LSTM,0,Distressed,0.9889802553233904,2,IG,0.00018948521028982213,0.3343323664203078,operating_profit_margin <= -0.24,0.38412170886586866,supports_explained_class,original_financial_sequence_mean,test_proba,LimeTabularExplainer,test_proba,0.0530428146887642,0.8601276842716192,/kaggle/working/credit_rating_artifacts/lstm_financial_lime_test_idx_431.html,/kaggle/working/credit_rating_artifacts/lstm_financial_lime_row_test_000431_all_classes_plot.png
test_000431,MTOR,"MERITOR, INC",2015-05-06,2,431,3,lstm,LSTM,0,Distressed,0.9889802553233904,2,IG,0.00018948521028982213,0.3343323664203078,net_profit_margin <= -0.05,0.1358038092186346,supports_explained_class,original_financial_sequence_mean,test_proba,LimeTabularExplainer,test_proba,0.0530428146887642,0.8601276842716192,/kaggle/working/credit_rating_artifacts/lstm_financial_lime_test_idx_431.html,/kaggle/working/credit_rating_artifacts/lstm_financial_lime_row_test_000431_all_classes_plot.png
test_000431,MTOR,"MERITOR, INC",2015-05-06,2,431,4,lstm,LSTM,0,Distressed,0.9889802553233904,2,IG,0.00018948521028982213,0.3343323664203078,ebit_margin <= -0.20,-0.12394266603637119,opposes_explained_class,original_financial_sequence_mean,test_proba,LimeTabularExplainer,test_proba,0.0530428146887642,0.8601276842716192,/kaggle/working/credit_rating_artifacts/lstm_financial_lime_test_idx_431.html,/kaggle/working/credit_rating_artifacts/lstm_financial_lime_row_test_000431_all_classes_plot.png
test_000431,MTOR,"MERITOR, INC",2015-05-06,2,431,5,lstm,LSTM,0,Distressed,0.9889802553233904,2,IG,0.00018948521028982213,0.3343323664203078,-0.74 < gross_profit_margin <= -0.13,0.07073238495932833,supports_explained_class,original_financial_sequence_mean,test_proba,LimeTabularExplainer,test_proba,0.0530428146887642,0.8601276842716192,/kaggle/working/credit_rating_artifacts/lstm_financial_lime_test_idx_431.html,/kaggle/working/credit_rating_artifacts/lstm_financial_lime_row_test_000431_all_classes_plot.png
test_000431,MTOR,"MERITOR, INC",2015-05-06,2,431,6,lstm,LSTM,0,Distressed,0.9889802553233904,2,IG,0.00018948521028982213,0.3343323664203078,debt_equity_ratio <= -0.81,0.046321366097415606,supports_explained_class,original_financial_sequence_mean,test_proba,LimeTabularExplainer,test_proba,0.0530428146887642,0.8601276842716192,/kaggle/working/credit_rating_artifacts/lstm_financial_lime_test_idx_431.html,/kaggle/working/credit_rating_artifacts/lstm_financial_lime_row_test_000431_all_classes_plot.png
test_000431,MTOR,"MERITOR, INC",2015-05-06,2,431,7,lstm,LSTM,0,Distressed,0.9889802553233904,2,IG,0.00018948521028982213,0.3343323664203078,roe > 0.77,0.042509267529251986,supports_explained_class,original_financial_sequence_mean,test_proba,LimeTabularExplainer,test_proba,0.0530428146887642,0.8601276842716192,/kaggle/working/credit_rating_artifacts/lstm_financial_lime_test_idx_431.html,/kaggle/working/credit_rating_artifacts/lstm_financial_lime_row_test_000431_all_classes_plot.png
test_000431,MTOR,"MERITOR, INC",2015-05-06,2,431,8,lstm,LSTM,0,Distressed,0.9889802553233904,2,IG,0.00018948521028982213,0.3343323664203078,-0.92 < operating_cashflow_ps <= -0.08,0.0352931668705491,supports_explained_class,original_financial_sequence_mean,test_proba,LimeTabularExplainer,test_proba,0.0530428146887642,0.8601276842716192,/kaggle/working/credit_rating_artifacts/lstm_financial_lime_test_idx_431.html,/kaggle/working/credit_rating_artifacts/lstm_financial_lime_row_test_000431_all_classes_plot.png
test_000431,MTOR,"MERITOR, INC",2015-05-06,2,431,9,lstm,LSTM,0,Distressed,0.9889802553233904,2,IG,0.00018948521028982213,0.3343323664203078,free_cashflow_ps <= -0.55,-0.028845986319222708,opposes_explained_class,original_financial_sequence_mean,test_proba,LimeTabularExplainer,test_proba,0.0530428146887642,0.8601276842716192,/kaggle/working/credit_rating_artifacts/lstm_financial_lime_test_idx_431.html,/kaggle/working/credit_rating_artifacts/lstm_financial_lime_row_test_000431_all_classes_plot.png
test_000431,MTOR,"MERITOR, INC",2015-05-06,2,431,10,lstm,LSTM,0,Distressed,0.9889802553233904,2,IG,0.00018948521028982213,0.3343323664203078,-1.13 < current_ratio <= -0.19,0.018771901093221906,supports_explained_class,original_financial_sequence_mean,test_proba,LimeTabularExplainer,test_proba,0.0530428146887642,0.8601276842716192,/kaggle/working/credit_rating_artifacts/lstm_financial_lime_test_idx_431.html,/kaggle/working/credit_rating_artifacts/lstm_financial_lime_row_test_000431_all_classes_plot.png
test_001098,GILD,"GILEAD SCIENCES, INC",2013-12-13,7,1098,1,lstm,LSTM,1,HY,0.9985935693507161,0,Distressed,0.0005636849340107355,0.0008724217286721733,pretax_profit_margin <= -0.12,-0.0014680523287350328,opposes_explained_class,original_financial_sequence_mean,test_proba,LimeTabularExplainer,test_proba,0.0530428146887642,0.8601276842716192,/kaggle/working/credit_rating_artifacts/lstm_financial_lime_test_idx_1098.html,/kaggle/working/credit_rating_artifacts/lstm_financial_lime_row_test_001098_all_classes_plot.png
test_001098,GILD,"GILEAD SCIENCES, INC",2013-12-13,7,1098,2,lstm,LSTM,1,HY,0.9985935693507161,0,Distressed,0.0005636849340107355,0.0008724217286721733,roa <= 0.01,-0.0010713540076484832,opposes_explained_class,original_financial_sequence_mean,test_proba,LimeTabularExplainer,test_proba,0.0530428146887642,0.8601276842716192,/kaggle/working/credit_rating_artifacts/lstm_financial_lime_test_idx_1098.html,/kaggle/working/credit_rating_artifacts/lstm_financial_lime_row_test_001098_all_classes_plot.png
test_001098,GILD,"GILEAD SCIENCES, INC",2013-12-13,7,1098,3,lstm,LSTM,1,HY,0.9985935693507161,0,Distressed,0.0005636849340107355,0.0008724217286721733,roe <= 0.05,0.001017294549144392,supports_explained_class,original_financial_sequence_mean,test_proba,LimeTabularExplainer,test_proba,0.0530428146887642,0.8601276842716192,/kaggle/working/credit_rating_artifacts/lstm_financial_lime_test_idx_1098.html,/kaggle/working/credit_rating_artifacts/lstm_financial_lime_row_test_001098_all_classes_plot.png
test_001098,GILD,"GILEAD SCIENCES, INC",2013-12-13,7,1098,4,lstm,LSTM,1,HY,0.9985935693507161,0,Distressed,0.0005636849340107355,0.0008724217286721733,0.05 < debt_equity_ratio <= 1.21,0.0010065899934185432,supports_explained_class,original_financial_sequence_mean,test_proba,LimeTabularExplainer,test_proba,0.0530428146887642,0.8601276842716192,/kaggle/working/credit_rating_artifacts/lstm_financial_lime_test_idx_1098.html,/kaggle/working/credit_rating_artifacts/lstm_financial_lime_row_test_001098_all_classes_plot.png
test_001098,GILD,"GILEAD SCIENCES, INC",2013-12-13,7,1098,5,lstm,LSTM,1,HY,0.9985935693507161,0,Distressed,0.0005636849340107355,0.0008724217286721733,net_profit_margin <= -0.05,-0.0008959065643199526,opposes_explained_class,original_financial_sequence_mean,test_proba,LimeTabularExplainer,test_proba,0.0530428146887642,0.8601276842716192,/kaggle/working/credit_rating_artifacts/lstm_financial_lime_test_idx_1098.html,/kaggle/working/credit_rating_artifacts/lstm_financial_lime_row_test_001098_all_classes_plot.png
test_001098,GILD,"GILEAD SCIENCES, INC",2013-12-13,7,1098,6,lstm,LSTM,1,HY,0.9985935693507161,0,Distressed,0.0005636849340107355,0.0008724217286721733,0.12 < asset_turnover <= 1.13,-0.0007205592620330032,opposes_explained_class,original_financial_sequence_mean,test_proba,LimeTabularExplainer,test_proba,0.0530428146887642,0.8601276842716192,/kaggle/working/credit_rating_artifacts/lstm_financial_lime_test_idx_1098.html,/kaggle/working/credit_rating_artifacts/lstm_financial_lime_row_test_001098_all_classes_plot.png
test_001098,GILD,"GILEAD SCIENCES, INC",2013-12-13,7,1098,7,lstm,LSTM,1,HY,0.9985935693507161,0,Distressed,0.0005636849340107355,0.0008724217286721733,operating_cashflow_ps <= -0.92,0.000693054554650775,supports_explained_class,original_financial_sequence_mean,test_proba,LimeTabularExplainer,test_proba,0.0530428146887642,0.8601276842716192,/kaggle/working/credit_rating_artifacts/lstm_financial_lime_test_idx_1098.html,/kaggle/working/credit_rating_artifacts/lstm_financial_lime_row_test_001098_all_classes_plot.png
test_001098,GILD,"GILEAD SCIENCES, INC",2013-12-13,7,1098,8,lstm,LSTM,1,HY,0.9985935693507161,0,Distressed,0.0005636849340107355,0.0008724217286721733,ebit_margin <= -0.20,0.0005907347054013172,supports_explained_class,original_financial_sequence_mean,test_proba,LimeTabularExplainer,test_proba,0.0530428146887642,0.8601276842716192,/kaggle/working/credit_rating_artifacts/lstm_financial_lime_test_idx_1098.html,/kaggle/working/credit_rating_artifacts/lstm_financial_lime_row_test_001098_all_classes_plot.png
test_001098,GILD,"GILEAD SCIENCES, INC",2013-12-13,7,1098,9,lstm,LSTM,1,HY,0.9985935693507161,0,Distressed,0.0005636849340107355,0.0008724217286721733,operating_profit_margin <= -0.24,-0.00030712358302547883,opposes_explained_class,original_financial_sequence_mean,test_proba,LimeTabularExplainer,test_proba,0.0530428146887642,0.8601276842716192,/kaggle/working/credit_rating_artifacts/lstm_financial_lime_test_idx_1098.html,/kaggle/working/credit_rating_artifacts/lstm_financial_lime_row_test_001098_all_classes_plot.png
test_001098,GILD,"GILEAD SCIENCES, INC",2013-12-13,7,1098,10,lstm,LSTM,1,HY,0.9985935693507161,0,Distressed,0.0005636849340107355,0.0008724217286721733,-0.74 < gross_profit_margin <= -0.13,-0.0002925090738725888,opposes_explained_class,original_financial_sequence_mean,test_proba,LimeTabularExplainer,test_proba,0.0530428146887642,0.8601276842716192,/kaggle/working/credit_rating_artifacts/lstm_financial_lime_test_idx_1098.html,/kaggle/working/credit_rating_artifacts/lstm_financial_lime_row_test_001098_all_classes_plot.png
