epoch,train_NLL,val_NLL,train_Objective,val_Objective,train_Loss,val_Loss,train_Accuracy,val_Accuracy,train_Macro_F1,val_Macro_F1,train_AUC,val_AUC,train_QWK,val_QWK
21,0.5511492126594872,0.5505370280238602,0.5511492126594872,0.5505370280238602,0.5511492126594872,0.5505370280238602,0.9541294898192634,0.9211136890951276,0.956247403610199,0.7840105983846577,0.9928114518999438,0.9547788156121543,0.9600010177687697,0.8563326588387739
22,0.5367129152901757,0.5396113857126449,0.5367129152901757,0.5396113857126449,0.5367129152901757,0.5396113857126449,0.9540150995195608,0.9222737819025522,0.9561524421170121,0.7849433316740816,0.9928552923146058,0.9543637270735884,0.959901385605367,0.8584166314702708
23,0.5240177639190419,0.5308183468550166,0.5240177639190419,0.5308183468550166,0.5240177639190419,0.5308183468550166,0.9542438801189659,0.9222737819025522,0.9563441937685816,0.7849433316740816,0.9931018763794007,0.954036179440885,0.9601079545306206,0.8584166314702708
24,0.5104917990887707,0.5203304801501116,0.5104917990887707,0.5203304801501116,0.5104917990887707,0.5203304801501116,0.9545870510180736,0.9222737819025522,0.9567262672038296,0.7849433316740816,0.9931239490639777,0.9539875980742559,0.9607116362665299,0.8584166314702708
25,0.4974575319948368,0.5105938329321131,0.4974575319948368,0.5105938329321131,0.4974575319948368,0.5105938329321131,0.9545870510180736,0.9222737819025522,0.9567262672038296,0.7849433316740816,0.9931562547095022,0.9533920353573387,0.9607116362665299,0.8584166314702708
26,0.4849327203513468,0.5011002295253046,0.4849327203513468,0.5011002295253046,0.4849327203513468,0.5011002295253046,0.9544726607183711,0.9222737819025522,0.9567315034361398,0.7849433316740816,0.9931718227273773,0.9536221615083686,0.9606233970986323,0.8584166314702708
27,0.473925612871264,0.49354497472840675,0.473925612871264,0.49354497472840675,0.473925612871264,0.49354497472840675,0.9544726607183711,0.9211136890951276,0.9567315034361398,0.7804236961011223,0.9934651694213409,0.9537755932498703,0.9606233970986323,0.8570333998308751
28,0.4633199510834183,0.4862033745331388,0.4633199510834183,0.4862033745331388,0.4633199510834183,0.4862033745331388,0.9543582704186685,0.9211136890951276,0.9565846882490473,0.7804236961011223,0.9936437575159601,0.9536448615233873,0.9605202740782884,0.8570333998308751
29,0.45203021790339803,0.47769657681416205,0.45203021790339803,0.47769657681416205,0.45203021790339803,0.47769657681416205,0.9543582704186685,0.9222737819025522,0.9566346406883389,0.7920463130855243,0.9936588820343318,0.9533606991863927,0.9605351993705268,0.8596718078475878
30,0.4411217255973598,0.4694180627678426,0.4411217255973598,0.4694180627678426,0.4411217255973598,0.4694180627678426,0.9540150995195608,0.9222737819025522,0.9562944154183853,0.7920463130855243,0.9937896370055843,0.9531756314237025,0.9602371721107609,0.8596718078475878
31,0.43053598047374836,0.46126687906318964,0.43053598047374836,0.46126687906318964,0.43053598047374836,0.46126687906318964,0.9543582704186685,0.9222737819025522,0.9566829166209342,0.7920463130855243,0.9938472124079977,0.9531068240961981,0.9605428890841846,0.8596718078475878
32,0.4204313719459559,0.45352404815842523,0.4204313719459559,0.45352404815842523,0.4204313719459559,0.45352404815842523,0.9542438801189659,0.9222737819025522,0.9565912458514659,0.7920463130855243,0.993860969758051,0.9532200469960167,0.960439334967901,0.8596718078475878
33,0.4107516223055529,0.44633326201421214,0.4107516223055529,0.44633326201421214,0.4107516223055529,0.44633326201421214,0.9545870510180736,0.9222737819025522,0.9569294843904617,0.7920463130855243,0.9939064956059319,0.9532599586907989,0.9607485209610376,0.8596718078475878
34,0.40134477315896566,0.4393221552891914,0.40134477315896566,0.4393221552891914,0.40134477315896566,0.4393221552891914,0.9543582704186685,0.9234338747099768,0.9567359431725038,0.8031876174333504,0.9939269706270478,0.9529590112503193,0.960553724539008,0.8622869288582027
35,0.3931718122302567,0.4337618382927772,0.3931718122302567,0.4337618382927772,0.3931718122302567,0.4337618382927772,0.9542438801189659,0.9234338747099768,0.9566388849064106,0.8031876174333504,0.9940410975937214,0.9528202593711991,0.9604656052463195,0.8622869288582027
36,0.3843767094148227,0.42703078451853255,0.3843767094148227,0.42703078451853255,0.3843767094148227,0.42703078451853255,0.9543582704186685,0.9234338747099768,0.9567887606481135,0.8031876174333504,0.994091027417589,0.9527546026228787,0.9605645540443412,0.8622869288582027
37,0.37575882031372,0.42061913517815347,0.37575882031372,0.42061913517815347,0.37575882031372,0.42061913517815347,0.9548158316174788,0.9234338747099768,0.9572292708261898,0.8031876174333504,0.9942075300023855,0.952707546382303,0.9609464345240478,0.8622869288582027
38,0.36749148805635296,0.41445303474908934,0.36749148805635296,0.41445303474908934,0.36749148805635296,0.41445303474908934,0.9548158316174788,0.9234338747099768,0.9572272711158233,0.8031876174333504,0.9942334024782711,0.952707524783155,0.960957612804529,0.8622869288582027
39,0.3602935621636707,0.40977846713497024,0.3602935621636707,0.40977846713497024,0.3602935621636707,0.40977846713497024,0.9548158316174788,0.9234338747099768,0.9572765010769841,0.8031876174333504,0.9944835505183821,0.9521704122574172,0.9609723548641557,0.8622869288582027
40,0.3526056068317219,0.4039702159961994,0.3526056068317219,0.4039702159961994,0.3526056068317219,0.4039702159961994,0.955044612216884,0.9234338747099768,0.9575180229981245,0.8031876174333504,0.9945086235314647,0.9521431264094783,0.9611745638939734,0.8622869288582027
41,0.34513565440925736,0.3982967966249825,0.34513565440925736,0.3982967966249825,0.34513565440925736,0.3982967966249825,0.9553877831159918,0.9234338747099768,0.9578580189111795,0.8031876174333504,0.9945738108962017,0.9523470203261852,0.961471995236274,0.8622869288582027
42,0.33859862048242984,0.39396600784339153,0.33859862048242984,0.39396600784339153,0.33859862048242984,0.39396600784339153,0.9552733928162892,0.9234338747099768,0.9577595437873255,0.8031876174333504,0.9946643724733938,0.9523481546814444,0.9613766942338042,0.8622869288582027
43,0.331633438604499,0.388471239460689,0.331633438604499,0.388471239460689,0.331633438604499,0.388471239460689,0.9552733928162892,0.9234338747099768,0.9577541318193606,0.8090947424048961,0.9947486961779125,0.9533593513774834,0.9613917187119231,0.8634917720502169
44,0.32559437789427764,0.3841647870760699,0.32559437789427764,0.3841647870760699,0.32559437789427764,0.3841647870760699,0.9555021734156943,0.9245939675174014,0.9580488575722965,0.8138784540893051,0.9947746642085714,0.9541738157777973,0.9615862188695457,0.8648790698103291
45,0.31905667725274567,0.3793857389111831,0.31905667725274567,0.3793857389111831,0.31905667725274567,0.3793857389111831,0.9555021734156943,0.9234338747099768,0.9579956446623735,0.8090947424048961,0.9948685723118693,0.9544899916659176,0.9615936889031076,0.8634917720502169
46,0.3127825252387809,0.3748729742455843,0.3127825252387809,0.3748729742455843,0.3127825252387809,0.3748729742455843,0.9556165637153969,0.9245939675174014,0.9581419000809465,0.8138784540893051,0.994904918096709,0.9543739008792133,0.9616963944824716,0.8648790698103291
47,0.3066620713651172,0.3704355889891098,0.3066620713651172,0.3704355889891098,0.3066620713651172,0.3704355889891098,0.9552733928162892,0.9245939675174014,0.9578561574505945,0.8138784540893051,0.9949580211045211,0.9542419105265104,0.9613987749085486,0.8648790698103291
48,0.3012935122810478,0.36683653207324546,0.3012935122810478,0.36683653207324546,0.3012935122810478,0.36683653207324546,0.9552733928162892,0.9234338747099768,0.9578561574505945,0.8090947424048961,0.9950350044112315,0.9546187987786553,0.9613987749085486,0.8634917720502169
49,0.2960375883182701,0.363487296930927,0.2960375883182701,0.363487296930927,0.2960375883182701,0.363487296930927,0.9555021734156943,0.9234338747099768,0.9581008303974378,0.8090947424048961,0.9950707080194219,0.9546121640610293,0.9615967488808463,0.8634917720502169
50,0.2905570589332157,0.359736738655625,0.2905570589332157,0.359736738655625,0.2905570589332157,0.359736738655625,0.9557309540150996,0.9245939675174014,0.9582913563744159,0.8138784540893051,0.9951064421158237,0.9543122025678691,0.9617951336230549,0.8648790698103291
51,0.2855836560468551,0.3565778676156697,0.2855836560468551,0.3565778676156697,0.2855836560468551,0.3565778676156697,0.9557309540150996,0.9234338747099768,0.9582913563744159,0.8090947424048961,0.9951633038770161,0.954423413243605,0.9617951336230549,0.8634917720502169
52,0.2803166507964832,0.3526942851746235,0.2803166507964832,0.3526942851746235,0.2803166507964832,0.3526942851746235,0.9559597346145047,0.9234338747099768,0.9584819005953991,0.8090947424048961,0.9951935676013136,0.9545627836362612,0.9619934774773581,0.8634917720502169
53,0.2752172896074919,0.34905078444738724,0.2752172896074919,0.34905078444738724,0.2752172896074919,0.34905078444738724,0.9558453443148021,0.9234338747099768,0.958386626198226,0.8090947424048961,0.9952092538913941,0.9547188497842023,0.9618943106604045,0.8634917720502169
54,0.2702711624422554,0.34551303337970696,0.2702711624422554,0.34551303337970696,0.2702711624422554,0.34551303337970696,0.9558453443148021,0.9234338747099768,0.9584375213440822,0.8090947424048961,0.9952423635748042,0.9549840086500357,0.9618977916564616,0.8634917720502169
55,0.26548115291914504,0.34205766261986986,0.26548115291914504,0.34205766261986986,0.26548115291914504,0.34205766261986986,0.9557309540150996,0.9222737819025522,0.9583422398708387,0.8044776317668431,0.995271385321313,0.9551252849261412,0.9617986238588726,0.86211655880955
56,0.26084552006748396,0.338889703823394,0.26084552006748396,0.338889703823394,0.26084552006748396,0.338889703823394,0.9558453443148021,0.9222737819025522,0.9584375213440822,0.8044776317668431,0.9953796507624517,0.9550898305176253,0.9618977916564616,0.86211655880955
57,0.25625221454722813,0.3357560824933743,0.25625221454722813,0.3357560824933743,0.25625221454722813,0.3357560824933743,0.9557309540150996,0.9222737819025522,0.9583390134116607,0.8044776317668431,0.9954469641193032,0.954890299132301,0.9618025602290722,0.86211655880955
58,0.2518527821903394,0.33280814645601664,0.2518527821903394,0.33280814645601664,0.2518527821903394,0.33280814645601664,0.9557309540150996,0.9211136890951276,0.9583390134116607,0.8000169785846487,0.9954860764795909,0.9551608240761427,0.9618025602290722,0.8607532728737128
59,0.24768382768938263,0.32989256174331283,0.24768382768938263,0.32989256174331283,0.24768382768938263,0.32989256174331283,0.9558453443148021,0.9211136890951276,0.9584375213440822,0.8000169785846487,0.9955442035148886,0.9547818826635984,0.9618977916564616,0.8607532728737128
60,0.24360792326161224,0.327225951778683,0.24360792326161224,0.327225951778683,0.24360792326161224,0.327225951778683,0.9559597346145047,0.9211136890951276,0.9585360216834572,0.8000169785846487,0.9955821272644637,0.9548368282481778,0.9619930328977588,0.8607532728737128
61,0.23993703685358878,0.32507248040975,0.23993703685358878,0.32507248040975,0.23993703685358878,0.32507248040975,0.9561885152139099,0.919953596287703,0.9587774539127255,0.7991872374449507,0.9956370492203912,0.9548391342261917,0.9621947916108727,0.8588504994268872
62,0.23603826851506476,0.3224868878263295,0.23603826851506476,0.3224868878263295,0.23603826851506476,0.3224868878263295,0.9563029055136124,0.919953596287703,0.9588727622716525,0.7991872374449507,0.9956659042291803,0.9549349231101885,0.9622939197259182,0.8588504994268872
63,0.23262826197316902,0.32021162310859147,0.23262826197316902,0.32021162310859147,0.23262826197316902,0.32021162310859147,0.9563029055136124,0.919953596287703,0.9588759492360152,0.7991872374449507,0.9957055573480572,0.9548564923001813,0.9622900345470341,0.8588504994268872
64,0.22922914278783102,0.31822962856851333,0.22922914278783102,0.31822962856851333,0.22922914278783102,0.31822962856851333,0.9561885152139099,0.919953596287703,0.9587275781893435,0.7991872374449507,0.995765583238529,0.9547143362242935,0.9621982443489474,0.8588504994268872
65,0.22563940585306913,0.3157484178185636,0.22563940585306913,0.3157484178185636,0.22563940585306913,0.3157484178185636,0.9563029055136124,0.919953596287703,0.9588260842828858,0.7991872374449507,0.9958319477307743,0.9548414336665324,0.9622934787640188,0.8588504994268872
66,0.2221518019069612,0.31338645124909276,0.2221518019069612,0.31338645124909276,0.2221518019069612,0.31338645124909276,0.9565316861130176,0.919953596287703,0.959070690868281,0.7991872374449507,0.9958672512553659,0.9548675694908647,0.9624912681129827,0.8588504994268872
67,0.21877547091228414,0.31118311350107486,0.21877547091228414,0.31118311350107486,0.21877547091228414,0.31118311350107486,0.956417295813315,0.919953596287703,0.9589721912903145,0.7991872374449507,0.995878741821936,0.9548189869932456,0.9623960322072715,0.8588504994268872
68,0.21550509888351782,0.309102857015668,0.21550509888351782,0.309102857015668,0.21550509888351782,0.309102857015668,0.9565316861130176,0.919953596287703,0.959070690868281,0.7991872374449507,0.9959103404896957,0.9548303499381757,0.9624912681129827,0.8588504994268872
69,0.21237053235144385,0.3070715915946442,0.21237053235144385,0.3070715915946442,0.21237053235144385,0.3070715915946442,0.9568748570121254,0.9187935034802784,0.9594581551873929,0.7948739361954179,0.9959396910441433,0.9550379862176227,0.9627953314868487,0.8575077557120536
70,0.20928979020663238,0.305252657552097,0.20928979020663238,0.305252657552097,0.20928979020663238,0.305252657552097,0.9567604667124228,0.919953596287703,0.9593121057359801,0.7991872374449507,0.9959570375855377,0.9551234489709683,0.9626928643577252,0.8588504994268872
71,0.20634755517973877,0.3033772190439786,0.20634755517973877,0.3033772190439786,0.20634755517973877,0.3033772190439786,0.9568748570121254,0.9187935034802784,0.959407454602371,0.7948739361954179,0.9959936717547518,0.9548657162122369,0.9627919345663395,0.8575077557120536
72,0.2034380944158518,0.3015752864366959,0.2034380944158518,0.3015752864366959,0.2034380944158518,0.3015752864366959,0.9572180279112331,0.919953596287703,0.9596966651677764,0.7991872374449507,0.9960301925487465,0.9548011062088383,0.9630852825583394,0.8588504994268872
73,0.20090741377298377,0.30034748415654655,0.20090741377298377,0.30034748415654655,0.20090741377298377,0.30034748415654655,0.9571036376115305,0.9187935034802784,0.9596013055862133,0.7948739361954179,0.9960743150709735,0.9545312856510076,0.9629862325581602,0.8575077557120536
74,0.19809601157792436,0.29864559534159685,0.19809601157792436,0.29864559534159685,0.19809601157792436,0.29864559534159685,0.9572180279112331,0.919953596287703,0.9596997955226506,0.7991872374449507,0.9961195371439567,0.9543671322082498,0.9630814803539989,0.8588504994268872
75,0.19540417831749368,0.29702526982919053,0.19540417831749368,0.29702526982919053,0.19540417831749368,0.29702526982919053,0.9573324182109357,0.9187935034802784,0.9598458795763886,0.7948739361954179,0.9961798686461117,0.954578437170584,0.9631838919935134,0.8575077557120536
76,0.19275121082074567,0.2954241064197754,0.19275121082074567,0.2954241064197754,0.19275121082074567,0.2954241064197754,0.9572180279112331,0.919953596287703,0.9596997955226506,0.7991872374449507,0.9962158385302912,0.9544947944282128,0.9630814803539989,0.8588504994268872
77,0.19026973576168696,0.29399076402222585,0.19026973576168696,0.29399076402222585,0.19026973576168696,0.29399076402222585,0.9573324182109357,0.919953596287703,0.9598458795763886,0.7991872374449507,0.9962543606144633,0.9545575178853304,0.9631838919935134,0.8588504994268872
78,0.1877134208313859,0.29257416513624823,0.1877134208313859,0.29257416513624823,0.1877134208313859,0.29257416513624823,0.9576755891100435,0.919953596287703,0.9601911097563587,0.7991872374449507,0.9963308104245856,0.9545884800848197,0.9634663333940487,0.8588504994268872
79,0.18534067153571315,0.29114041677083835,0.18534067153571315,0.29114041677083835,0.18534067153571315,0.29114041677083835,0.9575611988103409,0.9187935034802784,0.9600428388712697,0.7948739361954179,0.9963837238445543,0.954849741311279,0.9633744003602045,0.8575077557120536
80,0.18298676535128452,0.28980018122028495,0.18298676535128452,0.28980018122028495,0.18298676535128452,0.28980018122028495,0.9575611988103409,0.919953596287703,0.9600428388712697,0.7991872374449507,0.9964304671347938,0.9549488379820527,0.9633744003602045,0.8588504994268872
81,0.18070406249556709,0.2884581425130955,0.18070406249556709,0.2884581425130955,0.18070406249556709,0.2884581425130955,0.9576755891100435,0.9187935034802784,0.9601911097563587,0.7948739361954179,0.9964747979630655,0.9549862713469981,0.9634663333940487,0.8575077557120536
82,0.17842492459031023,0.2872292319939091,0.17842492459031023,0.2872292319939091,0.17842492459031023,0.2872292319939091,0.9579043697094486,0.9187935034802784,0.9603796853002177,0.7948739361954179,0.9965409075260157,0.9550721476012757,0.9636747794238455,0.8575077557120536
83,0.17641486586007332,0.2861683803270063,0.17641486586007332,0.2861683803270063,0.17641486586007332,0.2861683803270063,0.9577899794097461,0.9187935034802784,0.9602842841557405,0.7948739361954179,0.9965698463629035,0.9549137083331413,0.9635757778594995,0.8575077557120536
84,0.17420418269318433,0.2849728745246609,0.17420418269318433,0.2849728745246609,0.17420418269318433,0.2849728745246609,0.9579043697094486,0.9187935034802784,0.9603796853002177,0.7948739361954179,0.9966370318543417,0.955207309001321,0.9636747794238455,0.8575077557120536
85,0.17209312700739351,0.283830721783284,0.17209312700739351,0.283830721783284,0.17209312700739351,0.283830721783284,0.9581331503088538,0.9187935034802784,0.960627248087149,0.7948739361954179,0.99669214553432,0.955309080214882,0.9638686096352508,0.8575077557120536
86,0.17000540151772425,0.28255017060952603,0.17000540151772425,0.28255017060952603,0.17000540151772425,0.28255017060952603,0.9580187600091512,0.9187935034802784,0.9605287837738841,0.7948739361954179,0.9967420852028441,0.9557132409085981,0.9637733473978232,0.8575077557120536
87,0.16797730599118332,0.28163269781742806,0.16797730599118332,0.28163269781742806,0.16797730599118332,0.28163269781742806,0.9584763212079616,0.9187935034802784,0.9609671365184531,0.7948739361954179,0.9968031631891371,0.955491512274632,0.9641651079289897,0.8575077557120536
88,0.16605463704085022,0.28084649645313137,0.16605463704085022,0.28084649645313137,0.16605463704085022,0.28084649645313137,0.9587051018073668,0.9187935034802784,0.9611580265695184,0.7948739361954179,0.9968339118867725,0.9555901579838819,0.9643630040566883,0.8575077557120536
89,0.16415528440179317,0.2799942703848965,0.16415528440179317,0.2799942703848965,0.16415528440179317,0.2799942703848965,0.9587051018073668,0.9187935034802784,0.9611580265695184,0.7948739361954179,0.9968676827934368,0.9555093586603961,0.9643630040566883,0.8575077557120536
90,0.16231605856550108,0.2790487575054611,0.16231605856550108,0.2790487575054611,0.16231605856550108,0.2790487575054611,0.9588194921070693,0.9187935034802784,0.9612534786122628,0.7948739361954179,0.9969070457045438,0.9554356584224278,0.9644619368418359,0.8575077557120536
91,0.16053756767751864,0.2782082280203926,0.16053756767751864,0.2782082280203926,0.16053756767751864,0.2782082280203926,0.9585907115076642,0.9187935034802784,0.9610625792090524,0.7948739361954179,0.9969604660978076,0.9554195549748159,0.9642640610862638,0.8575077557120536
92,0.1588460473145305,0.27745106846983364,0.1588460473145305,0.27745106846983364,0.1588460473145305,0.27745106846983364,0.9588194921070693,0.9187935034802784,0.9612534786122628,0.7948739361954179,0.9969836104054098,0.9553781136300209,0.9644619368418359,0.8575077557120536
93,0.157124047801686,0.27668445467082575,0.157124047801686,0.27668445467082575,0.157124047801686,0.27668445467082575,0.9588194921070693,0.9187935034802784,0.9612534786122628,0.7948739361954179,0.9970105568425945,0.9555417577687285,0.9644619368418359,0.8575077557120536
94,0.15561753130128828,0.27604444577441706,0.15561753130128828,0.27604444577441706,0.15561753130128828,0.27604444577441706,0.9589338824067719,0.9187935034802784,0.9613519345966349,0.7948739361954179,0.9970401967671675,0.9555365079619965,0.9645572111190497,0.8575077557120536
95,0.15416236688492044,0.27530434205218995,0.15416236688492044,0.27530434205218995,0.15416236688492044,0.27530434205218995,0.9588194921070693,0.9187935034802784,0.9612534786122628,0.7948739361954179,0.9970648553091096,0.9555431204736019,0.9644619368418359,0.8575077557120536
96,0.15269226014214413,0.27457943753904623,0.15269226014214413,0.27457943753904623,0.15269226014214413,0.27457943753904623,0.9590482727064745,0.9187935034802784,0.9615001437557059,0.7948739361954179,0.9970952050772133,0.955659536019911,0.9646492688999979,0.8575077557120536
97,0.15105019422804258,0.27372670039161784,0.15105019422804258,0.27372670039161784,0.15105019422804258,0.27372670039161784,0.9590482727064745,0.9187935034802784,0.9615001437557059,0.7948739361954179,0.9971407785646914,0.9557387238207512,0.9646492688999979,0.8575077557120536
98,0.14951526631783804,0.2730994044294054,0.14951526631783804,0.2730994044294054,0.14951526631783804,0.2730994044294054,0.9589338824067719,0.9187935034802784,0.9613519345966349,0.7948739361954179,0.9971837858491425,0.9556405996909293,0.9645572111190497,0.8575077557120536
99,0.147982736715485,0.2724706607201644,0.147982736715485,0.2724706607201644,0.147982736715485,0.2724706607201644,0.9590482727064745,0.9187935034802784,0.9615001437557059,0.7948739361954179,0.9972178837928151,0.9557745456630508,0.9646492688999979,0.8575077557120536
100,0.14650292560899764,0.27181933248687046,0.14650292560899764,0.27181933248687046,0.14650292560899764,0.27181933248687046,0.9590482727064745,0.9187935034802784,0.9615001437557059,0.7948739361954179,0.9972443306307169,0.9557221969415641,0.9646492688999979,0.8575077557120536
